tokenId,top_tokens
1547,"[10008, 6868, 472, 5157, 9878, 9757, 9459, 9008, 10650, 10322, 7113, 4370, 8690, 9287, 3497, 11499, 8569, 12396, 17479, 15239, 6679, 5096, 10321, 14609, 5467, 6123, 1629, 4259, 4836, 5587]"
1548,"[7020, 7552, 3152, 2679, 5994, 1364, 2641, 5701, 8922, 6075, 5209, 8252, 8511, 6020, 2802, 6399, 9788, 10166, 854, 8688, 5187, 5434, 5183, 5147, 1168, 5703, 916, 942, 695, 7850]"
1549,"[613, 2250, 5937, 9201, 6569, 909, 5092, 2398, 8638, 9884, 7697, 108, 5169, 6953, 7316, 2064, 2027, 2621, 12529, 6878, 12718, 7717, 13592, 736, 8193, 7313, 1012, 12194, 6635, 12661]"
1558,"[12063, 1295, 18611, 9617, 16632, 11147, 15114, 5466, 14778, 9011, 12406, 15690, 4801, 6142, 9103, 7097, 14253, 8292, 6974, 14243, 10648, 8594, 12072, 7469, 10667, 9407, 9977, 16472, 9618, 9268]"
1559,"[6992, 7927, 18143, 5276, 17566, 18335, 17757, 5759, 16613, 4947, 14423, 17770, 12633, 12065, 16508, 11566, 17938, 4170, 5647, 576, 10135, 12770, 12811, 5083, 8411, 13590, 15082, 1281, 13954, 18863]"
1563,"[1384, 1433, 1432, 1484, 1434, 967, 534, 1502, 5095, 18464, 17734, 14111, 8549, 4632, 3729, 3106, 3534, 2462, 17877, 7034, 12139, 10639, 832, 8575, 10120, 6251, 18456, 12319, 20973, 5853]"
1566,"[6423, 985, 1076, 179, 9568, 9173, 11035, 19346, 8798, 12508, 11145, 735, 2131, 14468, 17869, 15894, 1750, 9368, 13689, 1774, 1172, 6112, 14297, 1719, 9684, 14789, 13943, 7370, 18226, 19717]"
1567,"[148, 5334, 688, 9675, 8973, 8171, 7965, 9629, 5041, 9464, 9984, 8966, 9515, 4054, 8749, 5465, 5672, 9891, 5227, 5931, 7147, 4346, 78, 2185, 764, 8179, 8944, 7023, 1437, 1213]"
1568,"[1178, 6895, 7799, 6258, 8072, 6677, 2191, 10629, 5753, 9500, 6407, 2522, 2357, 8247, 3458, 8718, 10245, 5752, 9322, 8755, 7658, 8125, 7875, 6884, 4091, 6910, 2007, 8880, 1819, 3858]"
1570,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1573,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1575,"[1915, 2756, 1577, 177, 6167, 5300, 4592, 7563, 8050, 12436, 7655, 1890, 13201, 12665, 10486, 2923, 15084, 12933, 2291, 122, 11761, 3153, 14615, 4347, 5106, 10446, 7190, 6452, 6253, 652]"
1576,"[9163, 3579, 9245, 9423, 13950, 13915, 7785, 9239, 19091, 8898, 9256, 17190, 13662, 6475, 1468, 11620, 17824, 9138, 1713, 14473, 15864, 629, 13135, 7635, 19791, 14065, 17972, 18637, 907, 14558]"
1577,"[1575, 1915, 2756, 2291, 8050, 6167, 12436, 4347, 7655, 12665, 12933, 4235, 177, 2623, 14615, 3433, 1890, 3921, 17411, 5664, 2694, 3745, 13201, 7030, 3013, 3566, 5786, 11420, 7384, 11329]"
1578,"[8574, 2180, 6546, 6628, 9041, 8992, 15372, 10467, 591, 13068, 1024, 7859, 10685, 11940, 2008, 18372, 13070, 5126, 18244, 2009, 18733, 11958, 12912, 12620, 16629, 11728, 8868, 1051, 1844, 6731]"
1579,"[21648, 18, 55, 9, 21444, 1765, 6, 57, 18095, 74, 13, 14, 19, 965, 714, 1852, 4104, 29, 21, 92, 8541, 86, 48, 6757, 1820, 6719, 6149, 7740, 8626, 1885]"
1580,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1581,"[21920, 683, 2196, 2801, 1953, 21830, 2925, 20435, 2676, 82, 1702, 973, 2666, 1389, 1752, 2198, 256, 1237, 7592, 1902, 19972, 21414, 1021, 7870, 535, 19928, 2093, 1098, 1107, 2665]"
1582,"[21976, 961, 21376, 21417, 19715, 7326, 7598, 840, 2833, 1885, 8496, 21585, 8626, 7740, 1918, 945, 1590, 1106, 19714, 1625, 157, 6149, 6719, 1211, 1656, 1820, 1586, 1583, 6757, 941]"
1583,"[1656, 21539, 1052, 1586, 19765, 1625, 20021, 19714, 1106, 1590, 20388, 945, 1918, 1095, 1658, 2814, 19734, 8774, 2624, 1928, 21585, 2677, 2833, 2665, 1021, 19972, 19928, 840, 1902, 256]"
1584,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1585,"[11108, 7901, 1144, 8650, 9789, 7353, 850, 4629, 8441, 8309, 6942, 5811, 5812, 928, 8584, 20406, 1448, 5396, 5743, 6409, 830, 7215, 5457, 641, 8446, 2705, 1266, 1810, 8420, 5366]"
1586,"[1656, 1583, 21539, 1052, 1625, 19714, 19765, 20021, 1106, 1590, 945, 1918, 20388, 1095, 21585, 1658, 8774, 2814, 19734, 2624, 1928, 2833, 2677, 2665, 840, 1021, 19972, 19928, 601, 1902]"
1588,"[16398, 10475, 12463, 4264, 2054, 12578, 5463, 11071, 9706, 2334, 10860, 11172, 10694, 10907, 18269, 10370, 20897, 4256, 860, 18602, 761, 631, 1704, 114, 7284, 4199, 7422, 894, 11407, 1167]"
1589,"[10357, 2663, 4607, 6785, 579, 1782, 3248, 6033, 12303, 1196, 14311, 8407, 8844, 3669, 8831, 2311, 6912, 8835, 17019, 4921, 1525, 11197, 1303, 7636, 14736, 3262, 3453, 6137, 17814, 1431]"
1590,"[1106, 1918, 1625, 945, 19714, 21585, 2833, 1656, 1586, 1583, 21539, 1052, 20021, 840, 1095, 19765, 21417, 19715, 21376, 20388, 8774, 1658, 2814, 19734, 2624, 1928, 941, 21976, 2677, 1582]"
1591,"[15491, 20110, 10661, 2444, 19017, 10674, 20694, 18919, 664, 19768, 10388, 10101, 21222, 9773, 4791, 14212, 16362, 2734, 954, 8533, 1478, 4184, 18418, 21841, 15444, 16339, 19379, 20088, 1529, 19524]"
1597,"[8996, 16010, 8664, 9806, 16316, 14806, 869, 2379, 1121, 5105, 6103, 1048, 5539, 9790, 990, 9787, 2569, 12037, 10416, 8795, 8362, 10108, 11013, 7640, 7439, 6817, 7294, 5407, 12473, 12130]"
1598,"[9399, 2034, 4124, 5986, 4324, 13306, 13847, 17112, 11798, 7294, 7831, 5901, 12859, 8128, 10775, 10000, 2569, 1272, 9644, 10034, 570, 1048, 3928, 2379, 869, 14806, 3032, 11472, 6780, 2268]"
1599,"[1670, 2513, 12407, 21510, 12101, 9674, 9645, 21516, 12627, 16884, 6136, 12466, 3244, 13014, 9746, 17140, 5692, 15855, 6500, 12821, 5228, 17744, 14516, 11244, 4584, 20751, 6563, 15232, 16070, 15350]"
1603,"[555, 12880, 14717, 17787, 2280, 11515, 4149, 10788, 11338, 11354, 652, 16152, 11884, 11850, 17581, 7190, 5090, 6750, 19085, 3153, 3242, 1691, 1395, 2388, 5106, 17753, 2756, 17669, 12726, 2923]"
1605,"[11667, 12836, 4731, 7266, 5159, 11570, 3679, 7932, 8759, 4435, 1847, 3935, 2141, 7008, 1822, 8372, 4185, 5793, 10310, 2154, 16934, 5924, 7272, 9805, 6014, 5512, 10712, 3558, 7000, 11865]"
1614,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1616,"[4546, 1422, 12014, 19129, 9585, 17420, 20166, 16982, 7336, 20134, 4372, 20154, 6914, 9014, 4007, 19994, 3535, 20305, 5716, 5270, 5738, 1713, 2991, 15813, 18333, 18663, 18380, 9303, 18184, 18673]"
1619,"[2426, 21670, 12395, 8379, 11918, 18484, 2142, 14664, 10318, 4964, 19401, 11538, 6454, 6605, 6754, 6792, 5213, 4071, 9716, 6955, 15610, 13541, 15671, 13460, 1137, 15766, 10140, 16827, 3320, 2223]"
1620,"[1463, 1370, 5985, 9754, 9708, 20863, 19380, 12627, 15232, 18536, 10477, 19405, 20484, 19910, 8593, 17140, 4528, 19780, 19393, 20362, 19206, 16965, 8956, 19032, 21811, 18900, 15350, 21516, 12567, 18874]"
1622,"[4657, 5145, 4967, 4590, 15389, 3008, 17422, 2661, 16621, 16545, 20595, 18846, 18397, 19033, 14735, 19935, 653, 15371, 17857, 4528, 7899, 8494, 20051, 17384, 16965, 13014, 16246, 11166, 17075, 11090]"
1623,"[1643, 1719, 1172, 1758, 2131, 1750, 735, 13689, 14655, 1774, 12123, 8278, 722, 17869, 15894, 19346, 9173, 7370, 14789, 11035, 19919, 2349, 20528, 14468, 12508, 3115, 14297, 4683, 12649, 18837]"
1624,"[1956, 8629, 2095, 5374, 2690, 10662, 1482, 5349, 1453, 1368, 7652, 1022, 763, 5355, 10868, 10768, 662, 1856, 1891, 5707, 1109, 7069, 9631, 21435, 7584, 2479, 5345, 10643, 5756, 1207]"
1625,"[1106, 1590, 19714, 945, 1918, 1656, 21585, 1586, 1583, 21539, 2833, 1052, 20021, 1095, 19765, 840, 20388, 8774, 21417, 19715, 1658, 2814, 19734, 2624, 21376, 1928, 941, 2677, 2665, 21976]"
1629,"[7113, 9008, 9459, 4737, 6777, 11285, 9642, 10428, 6870, 774, 9171, 6944, 12383, 17925, 17571, 5157, 16092, 1428, 1830, 6873, 472, 12066, 6874, 6868, 8667, 9164, 11405, 4547, 18402, 5546]"
1630,"[7228, 7086, 7540, 7408, 7275, 10270, 5477, 14277, 16094, 12606, 9712, 5191, 5596, 14017, 12600, 17038, 7029, 2743, 6782, 8599, 9472, 904, 718, 4349, 5109, 1932, 1424, 2434, 60, 3288]"
1631,"[7805, 16093, 17885, 3656, 13278, 5602, 6213, 9576, 6169, 22004, 21300, 6269, 22073, 21068, 21431, 3879, 6092, 14856, 21178, 2480, 11415, 22147, 12802, 6577, 11329, 6252, 13209, 10151, 7765, 9441]"
1634,"[2861, 1051, 13946, 2964, 2008, 1275, 18922, 10613, 1366, 18667, 18281, 1024, 1715, 11216, 10033, 7867, 4191, 591, 19253, 8311, 8743, 3559, 15372, 11810, 15110, 12620, 4930, 9526, 7152, 9595]"
1637,"[6867, 3348, 6556, 7015, 18822, 4839, 14042, 17875, 2407, 7291, 8238, 9150, 9288, 9367, 9047, 9600, 6969, 8805, 3313, 8162, 9284, 9151, 10688, 17118, 11052, 4817, 9555, 5886, 13571, 9116]"
1638,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1640,"[10957, 1130, 13149, 13042, 19242, 12677, 15139, 19201, 13361, 6500, 757, 19682, 17676, 13674, 21703, 6563, 20426, 19780, 843, 15855, 8767, 17358, 20751, 14025, 20437, 858, 19365, 19214, 14101, 2987]"
1641,"[3589, 11752, 12047, 10442, 12173, 21122, 1413, 20290, 10284, 11595, 10252, 21886, 10812, 17857, 19144, 20466, 14015, 13930, 15524, 13109, 21107, 21474, 19995, 20037, 88, 22127, 21748, 18812, 15880, 14300]"
1643,"[1623, 1172, 1719, 1758, 1750, 1774, 13689, 2131, 735, 14655, 7370, 11035, 9173, 12508, 19919, 14468, 15894, 17869, 19346, 4683, 8278, 12123, 1064, 14789, 18837, 2058, 9368, 722, 1404, 20334]"
1644,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1646,"[12959, 19097, 19996, 20690, 7415, 19887, 20153, 13050, 19768, 19935, 18341, 7863, 16453, 15661, 18988, 365, 9214, 21116, 15028, 8210, 6856, 17996, 7084, 16700, 21763, 4657, 11004, 9311, 18680, 20043]"
1647,"[5481, 4384, 8083, 5891, 2824, 11929, 183, 8689, 6243, 4495, 9889, 14595, 9628, 12262, 8244, 7688, 9632, 2030, 557, 2924, 1241, 9071, 14006, 7749, 14715, 5654, 17314, 588, 752, 1681]"
1648,"[1167, 5255, 2962, 7041, 7284, 7422, 7720, 631, 114, 1704, 562, 13852, 9986, 19894, 894, 11502, 14433, 761, 827, 11294, 18269, 132, 8133, 860, 6562, 17952, 20038, 15590, 9002, 1967]"
1649,"[6215, 11754, 6436, 2454, 5409, 546, 11917, 18213, 19477, 3845, 6486, 18801, 18737, 15927, 6230, 625, 15130, 8945, 594, 19069, 19349, 8968, 11559, 11301, 4138, 10110, 17267, 4317, 17340, 4863]"
1651,"[4120, 9077, 7897, 6547, 20457, 20222, 20650, 20331, 12928, 16433, 21923, 17138, 21169, 21658, 21354, 19424, 5731, 4565, 4841, 1842, 18552, 17781, 18717, 14007, 7790, 15899, 3609, 21040, 14972, 12302]"
1653,"[7224, 1737, 13790, 12924, 13851, 11345, 14196, 19477, 12028, 8460, 15474, 12264, 18915, 13249, 13642, 625, 546, 10225, 13178, 16027, 11301, 1649, 8218, 6105, 9377, 5570, 8945, 15130, 19349, 14505]"
1656,"[1583, 1586, 21539, 1052, 1625, 19714, 1106, 1590, 945, 19765, 20021, 1918, 1095, 20388, 21585, 1658, 8774, 2833, 2814, 19734, 2624, 1928, 2677, 2665, 840, 1021, 19972, 19928, 601, 941]"
1658,"[2814, 1928, 19734, 20388, 2677, 2624, 2665, 19765, 1021, 1052, 21539, 19972, 1902, 19928, 256, 1583, 2666, 1702, 20021, 1586, 20435, 1656, 2801, 8774, 1752, 683, 2196, 1953, 2198, 1581]"
1660,"[7767, 1832, 5759, 11957, 14175, 13953, 2167, 8411, 5647, 11288, 10903, 11242, 12683, 12450, 7964, 7267, 7507, 4947, 5083, 1938, 12065, 12811, 3007, 21203, 11381, 11686, 5025, 12018, 10161, 13083]"
1667,"[8639, 13024, 7604, 18050, 18917, 18897, 3148, 808, 17928, 5083, 102, 1189, 3846, 12941, 11242, 11526, 10903, 7963, 11288, 8334, 576, 11595, 16790, 11475, 8283, 7267, 1413, 10135, 9551, 20559]"
1668,"[1803, 7706, 15482, 4159, 9864, 9839, 2455, 10576, 1009, 5470, 558, 11284, 17540, 949, 580, 584, 2940, 12319, 1100, 11091, 8149, 10098, 8269, 903, 10120, 9472, 2743, 14329, 3288, 7946]"
1670,"[1599, 2513, 21510, 12407, 21516, 12101, 16884, 9674, 9645, 12466, 12627, 5692, 13014, 6136, 14516, 6500, 20751, 17140, 9746, 3244, 15855, 16070, 17744, 6563, 12821, 5228, 4584, 11939, 15232, 11244]"
1671,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1672,"[3480, 3552, 7111, 4510, 20219, 12837, 11580, 18829, 21543, 12128, 14489, 8122, 7181, 21911, 9743, 10705, 20, 9481, 9703, 6949, 6914, 10794, 16340, 5716, 11461, 10453, 5474, 5738, 21613, 14462]"
1673,"[9731, 2273, 10341, 78, 3033, 9644, 10439, 4909, 4005, 6067, 5970, 9392, 2767, 10311, 5518, 4875, 9317, 5680, 4969, 7574, 4659, 9607, 1598, 7831, 570, 14269, 3264, 2034, 1272, 15740]"
1676,"[10609, 11295, 9049, 13447, 4198, 3529, 11810, 8874, 8668, 18281, 18667, 2964, 1366, 19253, 18922, 1275, 3215, 7827, 2861, 8436, 767, 2622, 2960, 11216, 9901, 1051, 589, 13946, 8133, 827]"
1679,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1681,"[588, 557, 12262, 9994, 7173, 15234, 6984, 2022, 3379, 6243, 4825, 1241, 5638, 9937, 14006, 4384, 2824, 7735, 15059, 1647, 8753, 14979, 8083, 18298, 5481, 6578, 11929, 13317, 18303, 758]"
1683,"[4323, 9387, 4011, 4982, 10378, 7817, 12723, 2512, 8829, 8667, 2486, 7824, 6742, 5061, 9134, 12097, 491, 2557, 6745, 3631, 2068, 7210, 5568, 9139, 18402, 16885, 5100, 9164, 9642, 11699]"
1684,"[12293, 11114, 8939, 9351, 12227, 12314, 12320, 4027, 12134, 10920, 11358, 9787, 10893, 6103, 6817, 5105, 1121, 5539, 869, 990, 4659, 8795, 11013, 12250, 4969, 12473, 3264, 12130, 7574, 5407]"
1686,"[834, 768, 703, 1264, 19386, 163, 173, 750, 12084, 12527, 12698, 17220, 12096, 16689, 39, 12026, 13213, 18040, 1388, 11865, 3085, 5982, 8018, 4332, 1012, 16783, 7313, 14429, 14479, 7697]"
1687,"[5675, 2682, 5864, 6042, 5853, 10639, 5570, 11301, 6495, 2041, 11067, 8945, 11909, 2245, 8968, 9851, 14660, 18461, 13784, 6215, 7274, 17267, 16518, 6436, 594, 12480, 11016, 17340, 17665, 12565]"
1688,"[3310, 13558, 11368, 9421, 14158, 15393, 16962, 17597, 19459, 14332, 10244, 17834, 20466, 4216, 21642, 16532, 19936, 16492, 21245, 12748, 4386, 20791, 5156, 19918, 19380, 20521, 13708, 8463, 18026, 4295]"
1689,"[1115, 5181, 5645, 5493, 5998, 10677, 1332, 8613, 1073, 1768, 5626, 7654, 5737, 5393, 982, 6383, 8472, 1259, 5429, 2640, 1504, 3160, 4778, 10979, 1163, 5371, 1496, 85, 321, 3166]"
1690,"[2378, 578, 687, 3318, 5023, 1833, 4460, 4200, 3444, 8166, 11846, 9974, 5949, 5579, 8502, 8959, 12597, 3767, 1823, 9880, 3448, 8222, 8781, 3978, 10010, 906, 12033, 9886, 12603, 8236]"
1691,"[958, 2388, 4149, 11199, 8288, 2756, 2280, 3153, 7190, 1915, 11338, 1575, 5106, 5090, 2923, 3242, 5300, 11515, 17581, 16152, 4592, 11850, 12880, 7563, 11884, 10788, 17787, 652, 1395, 15084]"
1692,"[5799, 715, 8211, 2802, 2902, 8511, 8922, 1866, 10682, 7609, 2679, 3152, 8478, 1168, 7020, 1548, 5620, 7552, 5994, 2641, 1505, 1957, 1364, 5701, 5209, 663, 853, 8515, 6075, 8252]"
1694,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1699,"[1717, 6750, 855, 10140, 2370, 13820, 12726, 6690, 11354, 10788, 18285, 20503, 12602, 11738, 2223, 13939, 18142, 11897, 11515, 2280, 5090, 6549, 3468, 626, 6792, 11338, 12880, 7190, 3242, 6705]"
1702,"[20435, 2666, 2801, 256, 1902, 683, 2196, 19972, 1953, 1021, 1581, 1752, 19928, 2198, 21920, 21830, 2665, 2925, 2676, 2677, 82, 973, 1389, 1237, 1928, 7592, 19734, 2814, 2624, 21414]"
1703,"[3023, 742, 3386, 3517, 2349, 722, 14789, 3115, 1839, 14297, 12123, 4292, 8310, 7143, 8278, 2738, 12974, 10460, 6603, 17869, 849, 20322, 15107, 2131, 15894, 20528, 20908, 4847, 735, 12310]"
1704,"[114, 631, 894, 761, 1167, 860, 7284, 7422, 18269, 7041, 11502, 12705, 9374, 5255, 1235, 12537, 18602, 9608, 2460, 2981, 19580, 4199, 12412, 2912, 7691, 10886, 14433, 11294, 9715, 15980]"
1707,"[12612, 1473, 11532, 11375, 21437, 3467, 6623, 1831, 12337, 8295, 10141, 3978, 8781, 2745, 15915, 3199, 7056, 2571, 8965, 6774, 7286, 13948, 7503, 13879, 19299, 127, 6372, 12138, 3132, 4602]"
1709,"[3581, 6241, 14025, 17166, 20306, 21640, 21354, 843, 17138, 21516, 16095, 21658, 20751, 3446, 21169, 21923, 18378, 11279, 13754, 11281, 21102, 17247, 19393, 13042, 20484, 13149, 19121, 259, 14955, 8767]"
1713,"[12129, 9975, 9457, 20305, 16982, 15865, 17691, 14629, 542, 13274, 12284, 16517, 16146, 5773, 7500, 1759, 16125, 2225, 15787, 21365, 19970, 172, 9195, 9031, 583, 8067, 1770, 9536, 19791, 603]"
1714,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1715,"[7867, 3559, 8311, 10033, 9595, 7318, 8953, 13946, 9291, 8139, 11216, 2861, 1051, 18922, 2008, 1634, 2964, 4930, 18281, 18667, 3040, 1366, 1275, 9556, 8743, 11810, 6060, 6155, 1024, 9249]"
1717,"[1699, 6750, 855, 2370, 11354, 13820, 10140, 12726, 10788, 6690, 12602, 13939, 20503, 11897, 11738, 18285, 11515, 5090, 2280, 3468, 7190, 11338, 3242, 2223, 626, 18142, 12880, 6705, 3153, 5106]"
1719,"[1750, 1774, 13689, 19346, 2131, 735, 14655, 11035, 1758, 12508, 17869, 15894, 12123, 14468, 7370, 8278, 14789, 1172, 1404, 3115, 14297, 19717, 9173, 722, 20528, 4683, 2349, 9368, 1064, 7143]"
1721,"[9916, 21684, 2489, 18214, 19503, 2068, 491, 3631, 20122, 5568, 19100, 17925, 7210, 9592, 2425, 6745, 7534, 15647, 13693, 2557, 17125, 11442, 5061, 3506, 12628, 4234, 13504, 15363, 9164, 18402]"
1722,"[2860, 2735, 5083, 3846, 10903, 11242, 9046, 4947, 11288, 17247, 20137, 12065, 13415, 13953, 7604, 13590, 13083, 15082, 7220, 14175, 11961, 5450, 11957, 20749, 11686, 20991, 20710, 12633, 20697, 19183]"
1723,"[17033, 15747, 18192, 19360, 843, 20697, 7963, 3446, 8434, 1709, 14025, 21516, 13754, 17876, 11281, 17166, 20484, 14195, 19393, 21172, 3581, 17432, 13149, 576, 16170, 7220, 20306, 21640, 19849, 18351]"
1724,"[7451, 12328, 13329, 2924, 12776, 2030, 3877, 11966, 13272, 1738, 7749, 9628, 2951, 139, 8906, 9136, 8093, 20507, 8689, 9082, 12035, 19467, 10168, 16503, 20770, 19020, 1410, 9577, 9566, 13434]"
1729,"[19806, 17964, 9890, 18032, 18610, 17833, 9107, 5256, 13770, 10014, 11356, 15753, 14973, 14951, 19799, 17996, 10588, 19319, 18692, 11398, 20732, 11626, 5981, 16036, 16133, 8558, 18796, 20307, 10424, 17384]"
1730,"[12283, 19017, 16210, 15491, 2985, 19304, 1622, 7770, 4657, 5145, 20271, 15078, 20088, 4967, 20014, 8593, 20689, 18796, 4590, 21047, 19825, 20044, 20982, 20310, 17422, 20051, 20362, 19033, 11090, 14529]"
1734,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1735,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1736,"[12424, 1868, 12430, 1875, 1880, 5987, 5983, 5978, 5974, 5965, 12446, 1906, 5953, 16730, 1865, 5932, 1925, 16719, 5912, 1934, 5910, 12486, 1939, 1942, 1948, 16693, 5885, 5883, 5882, 5869]"
1737,"[13790, 12924, 1653, 11345, 7224, 13851, 14196, 6105, 12472, 18915, 625, 19477, 14505, 12028, 910, 546, 8460, 15474, 8218, 12264, 12957, 6495, 16027, 911, 17795, 19349, 5570, 11301, 13642, 1747]"
1738,"[13272, 12776, 139, 2951, 9827, 1410, 10728, 3877, 10513, 12328, 14969, 8093, 11966, 7873, 112, 7451, 1724, 8307, 2423, 5801, 12973, 9566, 5199, 17627, 10525, 21160, 9434, 13329, 8651, 3510]"
1741,"[4496, 19146, 11482, 19022, 8580, 10119, 88, 14171, 4345, 12567, 7328, 4528, 20457, 6221, 13457, 13466, 21811, 12212, 2661, 8908, 10751, 12299, 13822, 20362, 21683, 8602, 14814, 16757, 21516, 21333]"
1743,"[10978, 2457, 5622, 11068, 11072, 7602, 3166, 10638, 2657, 1411, 6425, 618, 762, 2043, 948, 10979, 9814, 5371, 8486, 5357, 6264, 2136, 5750, 8472, 1378, 1486, 7834, 5737, 5823, 7719]"
1744,"[3796, 6743, 4772, 4248, 4904, 4850, 2999, 13918, 5098, 10692, 8894, 968, 15373, 2912, 12643, 11932, 2621, 7677, 11172, 12412, 2027, 7728, 1020, 9715, 12609, 2981, 1388, 1235, 2460, 878]"
1746,"[6861, 15482, 9839, 4159, 2455, 18551, 1009, 8255, 584, 10576, 4954, 7561, 11284, 558, 2940, 949, 7946, 580, 10098, 13700, 7706, 9864, 20973, 13687, 13388, 903, 16134, 1995, 11092, 11480]"
1747,"[7132, 511, 8777, 10915, 7274, 11016, 911, 910, 11755, 8599, 4349, 6119, 4463, 18915, 6782, 5596, 8355, 14428, 14505, 625, 904, 8218, 546, 19349, 5570, 11154, 718, 14017, 19477, 1976]"
1748,"[1916, 255, 7717, 878, 7728, 13592, 7677, 5169, 108, 7691, 9715, 11932, 2460, 2064, 909, 1235, 10490, 9696, 2250, 11679, 2912, 12509, 857, 12759, 6749, 1549, 12501, 12412, 13029, 5826]"
1750,"[1719, 1774, 13689, 11035, 12508, 19346, 14655, 735, 7370, 2131, 1758, 14468, 17869, 15894, 1172, 1404, 8278, 12123, 14789, 9173, 14297, 20334, 2058, 1064, 9368, 4683, 3115, 19717, 722, 2349]"
1752,"[2801, 683, 2196, 20435, 1702, 2666, 1581, 1953, 256, 1902, 19972, 21920, 21830, 1021, 2925, 2676, 82, 2198, 973, 19928, 1389, 1237, 7592, 2665, 2677, 21414, 7870, 535, 1928, 2093]"
1753,"[8829, 7523, 4323, 4011, 8195, 8667, 3544, 9387, 7817, 10378, 4982, 1381, 12723, 9642, 2512, 6777, 12097, 2486, 9139, 1683, 16885, 6742, 4942, 9134, 5100, 17611, 9400, 4381, 7824, 11699]"
1754,"[1046, 19724, 10987, 10867, 7070, 21747, 1107, 2011, 8633, 1854, 1207, 1008, 2479, 10643, 2093, 10868, 10768, 7870, 535, 1856, 621, 21414, 1453, 5374, 10662, 2095, 983, 1956, 5349, 1624]"
1755,"[3100, 6386, 4959, 2342, 10307, 3785, 5557, 10419, 10455, 9461, 11296, 9003, 11328, 5581, 10484, 11187, 9081, 11464, 7575, 9270, 3457, 9809, 9587, 8229, 10107, 4570, 3511, 8179, 2185, 9352]"
1758,"[7370, 14655, 1172, 735, 11035, 1750, 12508, 1719, 13689, 14468, 2131, 15894, 17869, 1774, 1404, 2058, 9173, 19346, 14789, 14297, 8278, 12123, 9368, 20334, 4683, 3115, 1064, 722, 2349, 19717]"
